soc_code,onet_title,name_id,name_alt,relevance,note,sectors,job_zone,riasec_top,description
27-4011.00,Audio and Video Technicians,Teknisi Audio Video,AV Technician,umum,,Kreatif & Media Digital,3,R,"Set up, maintain, and dismantle audio and video equipment, such as microphones, sound speakers, connecting wires and cables, sound and mixing boards, video cameras, video monitors and servers, and related electronic equipment for live or recorded events, such as concerts, meetings, conventions, pres"
27-4012.00,Broadcast Technicians,Teknisi Broadcast/Penyiaran,Broadcast Engineer,umum,,Kreatif & Media Digital,3,C,"Set up, operate, and maintain the electronic equipment used to acquire, edit, and transmit audio and video for radio or television programs. Control and adjust incoming and outgoing broadcast signals to regulate sound volume, signal strength, and signal clarity. Operate satellite, microwave, or othe"
27-4014.00,Sound Engineering Technicians,Sound Engineer,Penata Suara;Audio Engineer,umum,,Kreatif & Media Digital,3,R,"Assemble and operate equipment to record, synchronize, mix, edit, or reproduce sound, including music, voices, or sound effects, for theater, video, film, television, podcasts, sporting events, and other productions."
27-4015.00,Lighting Technicians,Penata Cahaya (Lighting Technician),Lighting Man;Gaffer,umum,,Kreatif & Media Digital,3,R,"Set up, maintain, and dismantle light fixtures, lighting control devices, and the associated lighting electrical and rigging equipment used for photography, television, film, video, and live productions. May focus or operate light fixtures, or attach color filters or other lighting accessories."
27-4021.00,Photographers,Fotografer,Photographer,umum,,Kreatif & Media Digital,3,R,"Photograph people, landscapes, merchandise, or other subjects. May use lighting equipment to enhance a subject's appearance. May use editing software to produce finished images and prints. Includes commercial and industrial photographers, scientific photographers, and photojournalists."
27-4031.00,"Camera Operators, Television, Video, and Film",Juru Kamera (Camera Person),Cameraman;Camera Operator,umum,,Kreatif & Media Digital,3,A,"Operate television, video, or film camera to record images or scenes for television, video, or film productions."
27-4032.00,Film and Video Editors,Video Editor,Film Editor;Editor Video,umum,,Kreatif & Media Digital,4,A,"Edit moving images on film, video, or other media. May work with a producer or director to organize images for final production. May edit or synchronize soundtracks with images."
27-4099.00,"Media and Communication Equipment Workers, All Other",Pekerja Peralatan Media dan Komunikasi Lainnya,,terbatas,Kategori sisa (catch-all) O*NET; tidak ada padanan spesifik.,Kreatif & Media Digital,,,All media and communication equipment workers not listed separately.
29-1011.00,Chiropractors,Chiropractor,Ahli Kiropraktik; Kiropraktor,terbatas,Kiropraktik belum jadi profesi kesehatan berizin resmi Kemenkes RI; layanan hanya ada di klinik swasta tertentu di kota besar.,Healthcare,5,S,"Assess, treat, and care for patients by manipulation of spine and musculoskeletal system. May provide spinal adjustment or address sacral or pelvic misalignment."
29-1021.00,"Dentists, General",Dokter Gigi,Dentist,umum,,Healthcare,5,I,"Examine, diagnose, and treat diseases, injuries, and malformations of teeth and gums. May treat diseases of nerve, pulp, and other dental tissues affecting oral hygiene and retention of teeth. May fit dental appliances or provide preventive care."
29-1022.00,Oral and Maxillofacial Surgeons,Dokter Gigi Spesialis Bedah Mulut dan Maksilofasial,Sp.BM; Oral Maxillofacial Surgeon,terbatas,"Spesialisasi resmi PDGI (Sp.BM), tapi jumlah praktisi sedikit dan terpusat di RS besar/kota besar.",Healthcare,5,I,"Perform surgery and related procedures on the hard and soft tissues of the oral and maxillofacial regions to treat diseases, injuries, or defects. May diagnose problems of the oral and maxillofacial regions. May perform surgery to improve function or appearance."
29-1023.00,Orthodontists,Dokter Gigi Spesialis Ortodonti,Sp.Ort; Dokter Behel,umum,Permintaan tinggi (perawatan kawat gigi/behel populer).,Healthcare,5,I,"Examine, diagnose, and treat dental malocclusions and oral cavity anomalies. Design and fabricate appliances to realign teeth and jaws to produce and maintain normal function and to improve appearance."
29-1024.00,Prosthodontists,Dokter Gigi Spesialis Prostodonsia,Sp.Pros,terbatas,"Spesialisasi resmi tapi jumlah praktisi sangat sedikit, terpusat di kota besar.",Healthcare,5,R,"Diagnose, treat, rehabilitate, design, and fit prostheses that maintain oral function, health, and appearance for patients with clinical conditions associated with teeth, oral and maxillofacial tissues, or the jaw."
29-1029.00,"Dentists, All Other Specialists",Dokter Gigi Spesialis Lainnya,Sp.KG; Sp.Perio; Sp.PM; Sp.RKG,umum,"Mencakup spesialisasi gigi lain seperti konservasi gigi, periodonsia, kedokteran gigi anak, radiologi kedokteran gigi.",Healthcare,,,All dentists not listed separately.
29-1031.00,Dietitians and Nutritionists,Ahli Gizi,Nutrisionis; Dietisien; Dietitian,umum,,Healthcare,5,S,"Plan and conduct food service or nutritional programs to assist in the promotion of health and control of disease. May supervise activities of a department providing quantity food services, counsel individuals, or conduct nutritional research."
29-1041.00,Optometrists,Optometris,Refraksionis Optisien; RO,umum,"Sebagian layanan dijalankan oleh Refraksionis Optisien (RO) di gerai optik, sebagian oleh lulusan D4 Optometri.",Healthcare,5,I,"Diagnose, manage, and treat conditions and diseases of the human eye and visual system. Examine eyes and visual system, diagnose problems or impairments, prescribe corrective lenses, and provide treatment. May prescribe therapeutic drugs to treat specific eye conditions."
29-1051.00,Pharmacists,Apoteker,Pharmacist,umum,,Healthcare,5,I,"Dispense drugs prescribed by physicians and other health practitioners and provide information to patients about medications and their use. May advise physicians and other health practitioners on the selection, dosage, interactions, and side effects of medications."
29-1071.00,Physician Assistants,Physician Assistant,Asisten Dokter,tidak_relevan,Tidak ada profesi 'asisten dokter' berizin mandiri di Indonesia; sistem kesehatan memisahkan dokter dan perawat/bidan tanpa jenjang ini.,Healthcare,5,S,"Provide healthcare services typically performed by a physician, under the supervision of a physician. Conduct complete physicals, provide treatment, and counsel patients. May, in some cases, prescribe medication. Must graduate from an accredited educational program for physician assistants."
29-1071.01,Anesthesiologist Assistants,Anesthesiologist Assistant,Asisten Anestesi,tidak_relevan,"Tidak ada profesi ini di Indonesia; peran serupa dijalankan oleh Penata Anestesi (perawat anestesi), bukan kategori terpisah.",Healthcare,5,C,Assist anesthesiologists in the administration of anesthesia for surgical and non-surgical procedures. Monitor patient status and provide patient care during surgical treatment.
29-1081.00,Podiatrists,Podiatris,Podiatrist; Dokter Kaki,tidak_relevan,Podiatri bukan profesi kesehatan tersendiri di Indonesia; kondisi kaki ditangani dokter spesialis ortopedi/kulit atau perawat luka.,Healthcare,5,I,Diagnose and treat diseases and deformities of the human foot.
29-1122.00,Occupational Therapists,Terapis Okupasi,Occupational Therapist,terbatas,"Profesi resmi ada tapi jumlah praktisi masih sedikit dibanding fisioterapis, umumnya di RS rehabilitasi kota besar.",Healthcare,5,S,"Assess, plan, and organize rehabilitative programs that help build or restore vocational, homemaking, and daily living skills, as well as general independence, to persons with disabilities or developmental delays. Use therapeutic techniques, adapt the individual's environment, teach skills, and modi"
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",Terapis Low Vision dan Rehabilitasi Penglihatan,Vision Rehabilitation Therapist,tidak_relevan,Tidak ada profesi terpisah ini di Indonesia; fungsinya melebur ke terapi okupasi atau layanan optometri/oftalmologi.,Healthcare,5,S,"Provide therapy to patients with visual impairments to improve their functioning in daily life activities. May train patients in activities such as computer use, communication skills, or home management skills."
29-1123.00,Physical Therapists,Fisioterapis,Physical Therapist,umum,,Healthcare,5,S,"Assess, plan, organize, and participate in rehabilitative programs that improve mobility, relieve pain, increase strength, and improve or correct disabling conditions resulting from disease or injury."
29-1124.00,Radiation Therapists,Radiografer Radioterapi,Radiation Therapist,terbatas,"Di Indonesia fungsi ini umumnya dijalankan oleh Radiografer dengan peminatan radioterapi, bukan profesi terpisah.",Healthcare,3,R,"Provide radiation therapy to patients as prescribed by a radiation oncologist according to established practices and standards. Duties may include reviewing prescription and diagnosis; acting as liaison with physician and supportive care personnel; preparing equipment, such as immobilization, treatm"
29-1125.00,Recreational Therapists,Terapis Rekreasi,Recreational Therapist,tidak_relevan,Tidak ada profesi terpisah ini di Indonesia; aktivitas rekreasi terapeutik biasanya bagian dari tugas perawat/terapis okupasi.,Healthcare,4,S,"Plan, direct, or coordinate medically-approved recreation programs for patients in hospitals, nursing homes, or other institutions. Activities include sports, trips, dramatics, social activities, and crafts. May assess a patient condition and recommend appropriate recreational activity."
29-1126.00,Respiratory Therapists,Terapis Respirasi,Respiratory Therapist; Fisioterapis Respirasi,terbatas,"Belum jadi profesi mandiri yang luas; fungsi biasanya ditangani perawat ICU, dokter spesialis paru, atau fisioterapis respirasi.",Healthcare,3,R,"Assess, treat, and care for patients with breathing disorders. Assume primary responsibility for all respiratory care modalities, including the supervision of respiratory therapy technicians. Initiate and conduct therapeutic procedures; maintain patient records; and select, assemble, check, and oper"
29-1127.00,Speech-Language Pathologists,Terapis Wicara,Speech-Language Pathologist,umum,,Healthcare,5,S,"Assess and treat persons with speech, language, voice, and fluency disorders. May select alternative communication systems and teach their use. May perform research related to speech and language problems."
